Column1,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Element,Ionic radius
2314,TiO2,38.00,-17.60,HAEC,No,90.00,0.00,P,human,Endothelial,Adult,aorta,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2315,TiO2,24.59,-17.60,Caco-2,Yes,64.71,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2316,TiO2,47.83,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2317,TiO2,6.00,-17.60,SIRC,No,98.31,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2318,TiO2,150.00,-17.60,Fibroblasts,No,93.48,0.00,P,human,Fibroblast,Adult,skin,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2319,TiO2,60.00,-17.60,THP-1,Yes,87.47,0.00,L,human,Monocyte,Adult,blood,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2320,TiO2,60.00,-17.60,THP-1,Yes,51.77,0.00,L,human,Monocyte,Adult,blood,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2321,TiO2,170.00,-17.60,RAW 264.7,Yes,131.11,0.00,L,mouse,Monocyte/Macrophage,Adult,blood,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2322,TiO2,150.00,-17.60,Fibroblasts,No,94.49,0.00,P,human,Fibroblast,Adult,skin,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2323,TiO2,170.00,-17.60,RAW 264.7,Yes,147.13,0.00,L,mouse,Monocyte/Macrophage,Adult,blood,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2324,TiO2,170.00,-17.60,RAW 264.7,Yes,21.19,0.00,L,mouse,Monocyte/Macrophage,Adult,blood,24.00,LDH,ldh activity assay kit,79.87,2.81,Ti,0.85
2325,TiO2,170.00,-17.60,RAW 264.7,Yes,20.07,0.00,L,mouse,Monocyte/Macrophage,Adult,blood,24.00,LDH,ldh activity assay kit,79.87,2.81,Ti,0.85
2326,TiO2,170.00,-17.60,RAW 264.7,Yes,19.70,0.00,L,mouse,Monocyte/Macrophage,Adult,blood,24.00,LDH,ldh activity assay kit,79.87,2.81,Ti,0.85
2327,TiO2,100.00,-17.60,Lymphocyte,No,92.59,0.00,P,human,Lymphoblast,Adult,blood,3.00,Resazurin,AlamarBlue,79.87,2.81,Ti,0.85
2328,TiO2,38.00,-17.60,HAEC,No,90.00,0.00,P,human,Endothelial,Adult,aorta,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2329,TiO2,38.00,-17.60,HAEC,No,84.55,0.00,P,human,Endothelial,Adult,aorta,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2330,TiO2,50.00,-17.60,A431,Yes,88.33,0.00,L,human,Epithelial,Adult,skin,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2331,TiO2,50.00,-17.60,A431,Yes,68.22,0.00,L,human,Epithelial,Adult,skin,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2332,TiO2,60.00,-17.60,THP-1,Yes,61.20,0.00,L,human,Monocyte,Adult,blood,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2333,TiO2,50.00,-17.60,A431,Yes,98.75,0.00,L,human,Epithelial,Adult,skin,6.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2334,TiO2,50.00,-17.60,A431,Yes,92.26,0.00,L,human,Epithelial,Adult,skin,6.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2335,TiO2,50.00,-17.60,A431,Yes,91.67,0.00,L,human,Epithelial,Adult,skin,6.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2336,TiO2,50.00,-17.60,A431,Yes,90.30,0.00,L,human,Epithelial,Adult,skin,6.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2337,TiO2,50.00,-17.60,A431,Yes,97.57,0.00,L,human,Epithelial,Adult,skin,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2338,TiO2,50.00,-17.60,A431,Yes,93.84,0.00,L,human,Epithelial,Adult,skin,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2339,TiO2,50.00,-17.60,A431,Yes,85.38,0.00,L,human,Epithelial,Adult,skin,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2340,TiO2,38.00,-17.60,HAEC,No,100.36,0.00,P,human,Endothelial,Adult,aorta,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2341,TiO2,50.00,-17.60,A431,Yes,83.44,0.00,L,human,Epithelial,Adult,skin,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2342,TiO2,50.00,-17.60,A431,Yes,97.57,0.00,L,human,Epithelial,Adult,skin,48.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2343,TiO2,50.00,-17.60,A431,Yes,88.34,0.00,L,human,Epithelial,Adult,skin,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2344,TiO2,50.00,-17.60,A431,Yes,98.66,0.00,L,human,Epithelial,Adult,skin,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2345,TiO2,50.00,-17.60,A431,Yes,99.34,0.00,L,human,Epithelial,Adult,skin,6.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2346,TiO2,81.80,-17.60,Caco-2,Yes,46.83,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2347,TiO2,11.69,-17.60,LLC-PK1,No,97.76,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2348,TiO2,21.00,-17.60,AGS,Yes,105.23,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2349,TiO2,160.50,-27.80,AGS,Yes,103.20,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2350,TiO2,160.50,-27.80,AGS,Yes,110.40,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2351,TiO2,160.50,-27.80,AGS,Yes,104.00,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2352,TiO2,160.50,-27.80,AGS,Yes,134.40,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2353,TiO2,160.50,-27.80,AGS,Yes,109.60,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2354,TiO2,160.50,-27.80,AGS,Yes,107.20,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2355,TiO2,35.00,-17.60,A549,Yes,86.72,0.00,L,human,Epithelial,Adult,lung,4.00,ATP,luciferase,79.87,2.81,Ti,0.85
2356,TiO2,35.00,-17.60,A549,Yes,78.52,0.00,L,human,Epithelial,Adult,lung,4.00,ATP,luciferase,79.87,2.81,Ti,0.85
2357,TiO2,35.00,-17.60,A549,Yes,69.53,0.00,L,human,Epithelial,Adult,lung,4.00,ATP,luciferase,79.87,2.81,Ti,0.85
2358,TiO2,35.00,-17.60,A549,Yes,56.64,0.00,L,human,Epithelial,Adult,lung,4.00,ATP,luciferase,79.87,2.81,Ti,0.85
2359,TiO2,100.00,-17.60,Lymphocyte,No,56.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2360,TiO2,160.50,-27.80,AGS,Yes,135.20,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2361,TiO2,100.00,-17.60,Lymphocyte,No,68.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2362,TiO2,35.00,-17.60,A549,Yes,68.59,0.00,L,human,Epithelial,Adult,lung,4.00,WST-8,TetrazoliumSalt,79.87,2.81,Ti,0.85
2363,TiO2,100.00,-17.60,Lymphocyte,No,72.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2364,TiO2,11.69,-17.60,IP15,No,93.27,0.00,L,human,Spindle,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2365,TiO2,11.69,-17.60,IP15,No,90.58,0.00,L,human,Spindle,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2366,TiO2,21.00,-17.60,AGS,Yes,103.08,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2367,TiO2,24.59,-17.60,Caco-2,Yes,11.43,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2368,TiO2,24.59,-17.60,A549,Yes,64.70,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2369,TiO2,15.84,-17.60,Caco-2,Yes,60.52,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2370,TiO2,15.84,-17.60,Caco-2,Yes,15.11,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2371,TiO2,15.84,-17.60,Caco-2,Yes,6.00,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2372,TiO2,24.59,-17.60,Caco-2,Yes,90.72,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2373,TiO2,100.00,-17.60,Lymphocyte,No,62.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2374,TiO2,24.59,-17.60,Caco-2,Yes,78.39,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2375,TiO2,160.50,-27.80,AGS,Yes,118.40,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2376,TiO2,160.50,-27.80,AGS,Yes,135.20,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2377,TiO2,420.70,-9.96,AGS,Yes,108.06,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2378,TiO2,81.80,-17.60,Caco-2,Yes,15.84,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2379,TiO2,420.70,-9.96,AGS,Yes,127.48,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2380,TiO2,420.70,-9.96,AGS,Yes,99.78,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2381,TiO2,160.50,-27.80,AGS,Yes,118.40,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2382,TiO2,100.00,-17.60,Lymphocyte,No,108.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,NR,toluylene red,79.87,2.81,Ti,0.85
2383,TiO2,100.00,-17.60,Lymphocyte,No,92.13,0.00,P,human,Lymphoblast,Adult,blood,3.00,Live/Dead,TrypanBlue,79.87,2.81,Ti,0.85
2384,TiO2,100.00,-17.60,Lymphocyte,No,56.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2385,TiO2,100.00,-17.60,Lymphocyte,No,61.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2386,TiO2,100.00,-17.60,Lymphocyte,No,88.62,0.00,P,human,Lymphoblast,Adult,blood,3.00,Live/Dead,TrypanBlue,79.87,2.81,Ti,0.85
2387,TiO2,100.00,-17.60,Lymphocyte,No,125.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,NR,toluylene red,79.87,2.81,Ti,0.85
2388,TiO2,160.50,-27.80,AGS,Yes,94.40,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2389,TiO2,38.00,-17.60,HAEC,No,95.45,0.00,P,human,Endothelial,Adult,aorta,24.00,CellTiterGlo,luciferase,79.87,2.81,Ti,0.85
2390,TiO2,160.50,-27.80,AGS,Yes,98.40,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2391,TiO2,160.50,-27.80,AGS,Yes,104.80,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2392,TiO2,160.50,-27.80,AGS,Yes,139.20,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2393,TiO2,47.83,-17.60,IP15,No,94.62,0.00,L,human,Spindle,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2394,TiO2,420.70,-9.96,AGS,Yes,113.38,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2395,TiO2,420.70,-9.96,AGS,Yes,120.27,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2396,TiO2,420.70,-9.96,AGS,Yes,107.06,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2397,TiO2,100.00,-17.60,Lymphocyte,No,92.93,0.00,P,human,Lymphoblast,Adult,blood,3.00,Live/Dead,TrypanBlue,79.87,2.81,Ti,0.85
2398,TiO2,160.50,-27.80,AGS,Yes,128.80,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2399,TiO2,24.59,-17.60,Caco-2,Yes,41.17,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2400,TiO2,160.50,-27.80,AGS,Yes,132.00,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2401,TiO2,81.80,-17.60,Caco-2,Yes,91.63,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2402,TiO2,81.80,-17.60,A549,Yes,93.15,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2403,TiO2,81.80,-17.60,A549,Yes,90.20,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2404,TiO2,81.80,-17.60,A549,Yes,76.51,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2405,TiO2,81.80,-17.60,A549,Yes,57.40,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2406,TiO2,42.30,-17.60,Hepatocytes,No,93.33,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2407,TiO2,42.30,-17.60,Hepatocytes,No,96.95,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2408,TiO2,11.69,-17.60,IP15,No,83.41,0.00,L,human,Spindle,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2409,TiO2,25.00,-17.60,AGS,Yes,119.44,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2410,TiO2,25.00,-17.60,HUVEC,No,98.56,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,79.87,2.81,Ti,0.85
2411,TiO2,25.00,-17.60,AGS,Yes,125.32,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2412,TiO2,25.00,-17.60,AGS,Yes,108.95,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2413,TiO2,25.00,-17.60,AGS,Yes,98.47,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2414,TiO2,25.00,-17.60,AGS,Yes,103.32,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2415,TiO2,25.00,-17.60,AGS,Yes,106.65,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2416,TiO2,25.00,-17.60,AGS,Yes,108.95,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2417,TiO2,25.00,-17.60,AGS,Yes,116.11,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2418,TiO2,25.00,-17.60,AGS,Yes,127.62,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2419,TiO2,81.80,-17.60,Caco-2,Yes,31.67,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2420,TiO2,25.00,-17.60,AGS,Yes,112.79,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2421,TiO2,25.00,-17.60,AGS,Yes,113.81,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2422,TiO2,25.00,-17.60,AGS,Yes,108.95,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2423,TiO2,25.00,-17.60,AGS,Yes,113.81,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2424,TiO2,25.00,-17.60,AGS,Yes,121.48,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2425,TiO2,24.59,-17.60,Caco-2,Yes,20.61,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2426,TiO2,25.00,-17.60,AGS,Yes,100.51,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2427,TiO2,24.59,-17.60,A549,Yes,8.60,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2428,TiO2,24.59,-17.60,A549,Yes,16.60,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2429,TiO2,25.00,-17.60,AGS,Yes,124.30,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2430,TiO2,42.30,-17.60,Hepatocytes,No,100.19,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2431,TiO2,24.59,-17.60,A549,Yes,30.61,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2432,TiO2,81.80,-17.60,Caco-2,Yes,87.56,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2433,TiO2,81.80,-17.60,Caco-2,Yes,78.73,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2434,TiO2,15.84,-17.60,Caco-2,Yes,26.40,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2435,TiO2,24.59,-17.60,A549,Yes,80.28,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2436,TiO2,24.59,-17.60,A549,Yes,91.50,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2437,TiO2,15.84,-17.60,A549,Yes,5.51,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2438,TiO2,42.30,-17.60,HepG2,Yes,103.17,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2439,TiO2,21.00,-17.60,AGS,Yes,134.15,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2440,TiO2,15.84,-17.60,Caco-2,Yes,75.45,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2441,TiO2,81.80,-17.60,A549,Yes,11.51,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2442,TiO2,42.30,-17.60,Hepatocytes,No,120.38,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2443,TiO2,15.84,-17.60,Caco-2,Yes,87.56,0.00,L,human,Epithelial,Adult,colon,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2444,TiO2,50.00,-17.60,A431,Yes,74.95,0.00,L,human,Epithelial,Adult,skin,48.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2445,TiO2,50.00,-17.60,A431,Yes,85.77,0.00,L,human,Epithelial,Adult,skin,48.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2446,TiO2,50.00,-17.60,A431,Yes,99.88,0.00,L,human,Epithelial,Adult,skin,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2447,TiO2,50.00,-17.60,A431,Yes,98.66,0.00,L,human,Epithelial,Adult,skin,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2448,TiO2,50.00,-17.60,A431,Yes,96.91,0.00,L,human,Epithelial,Adult,skin,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2449,TiO2,50.00,-17.60,A431,Yes,95.34,0.00,L,human,Epithelial,Adult,skin,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2450,TiO2,50.00,-17.60,A431,Yes,93.06,0.00,L,human,Epithelial,Adult,skin,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2451,TiO2,50.00,-17.60,A431,Yes,99.88,0.00,L,human,Epithelial,Adult,skin,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2452,TiO2,21.00,-17.60,AGS,Yes,109.54,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2453,TiO2,81.80,-17.60,A549,Yes,37.61,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2454,TiO2,50.00,-17.60,A431,Yes,97.61,0.00,L,human,Epithelial,Adult,skin,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2455,ZnO,90.00,-26.00,HepG2,Yes,95.75,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2456,ZnO,90.00,-26.00,HepG2,Yes,79.91,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2457,ZnO,20.00,-26.00,HepG2,Yes,24.89,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2458,ZnO,20.00,-26.00,HepG2,Yes,40.56,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2459,ZnO,90.00,-26.00,HepG2,Yes,99.56,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2460,ZnO,90.00,-26.00,HepG2,Yes,48.68,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2461,ZnO,90.00,-26.00,HepG2,Yes,29.47,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2462,ZnO,90.00,-26.00,HepG2,Yes,23.61,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2463,ZnO,40.44,-26.00,Ana-1,No,67.17,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
2464,ZnO,20.00,-26.00,HepG2,Yes,68.96,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2465,ZnO,20.00,-26.00,HepG2,Yes,21.67,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,81.41,2.55,Zn,0.88
2466,ZnO,18.76,-26.00,Ana-1,No,67.73,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
2467,ZnO,60.21,-26.00,Ana-1,No,96.81,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
2468,ZnO,173.48,-26.00,Ana-1,No,35.08,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
2469,ZnO,173.48,-26.00,Ana-1,No,35.08,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
2470,ZnO,173.48,-26.00,Ana-1,No,48.59,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
2471,ZnO,18.76,-26.00,Ana-1,No,79.36,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
2472,ZnO,18.76,-26.00,Ana-1,No,83.68,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
2473,ZnO,18.76,-26.00,Ana-1,No,90.81,0.00,L,mouse,Macrophage,Adult,bone marrow,24.00,CCK-8,TetrazoliumSalt,81.41,2.55,Zn,0.88
