Column1,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Element,Ionic radius
2156,TiO2,47.83,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2157,TiO2,21.00,-17.60,AGS,Yes,118.15,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2158,TiO2,21.00,-17.60,AGS,Yes,110.15,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2159,TiO2,21.00,-17.60,AGS,Yes,128.31,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2160,TiO2,21.00,-17.60,AGS,Yes,107.08,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2161,TiO2,21.00,-17.60,AGS,Yes,128.00,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2162,TiO2,21.00,-17.60,AGS,Yes,135.38,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2163,TiO2,21.00,-17.60,AGS,Yes,139.08,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2164,TiO2,25.00,-17.60,AGS,Yes,120.46,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2165,TiO2,25.00,-17.60,AGS,Yes,117.14,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2166,TiO2,42.30,-17.60,HepG2,Yes,94.92,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2167,TiO2,21.00,-17.60,AGS,Yes,110.77,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2168,TiO2,20.00,-17.60,CHO-K1,No,84.20,0.00,L,hamster,Epithelial,Adult,ovary,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2169,TiO2,20.00,-17.60,CHO-K1,No,61.40,0.00,L,hamster,Epithelial,Adult,ovary,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2170,TiO2,21.00,-17.60,HFL1,No,39.11,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2171,TiO2,21.00,-17.60,HFL1,No,50.28,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2172,TiO2,21.00,-17.60,AGS,Yes,95.08,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2173,TiO2,21.00,-17.60,HFL1,No,57.54,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2174,TiO2,20.00,-17.60,CHO-K1,No,100.00,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2175,TiO2,20.00,-17.60,CHO-K1,No,72.89,0.00,L,hamster,Epithelial,Adult,ovary,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2176,TiO2,20.00,-17.60,CHO-K1,No,76.30,0.00,L,hamster,Epithelial,Adult,ovary,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2177,TiO2,21.00,-17.60,AGS,Yes,124.00,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2178,TiO2,20.00,-17.60,CHO-K1,No,64.19,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2179,TiO2,21.00,-17.60,AGS,Yes,118.46,0.00,L,human,Epithelial,Adult,stomach,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2180,TiO2,21.00,-17.60,HFL1,No,67.60,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2181,TiO2,50.00,-17.60,RAW 264.7,Yes,114.32,0.00,L,mouse,Monocyte/Macrophage,Adult,blood,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2182,TiO2,30.60,-17.60,WISH,Yes,57.50,0.00,L,human,Epithelial,Embryonic,amnion,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2183,TiO2,30.60,-17.60,WISH,Yes,82.50,0.00,L,human,Epithelial,Embryonic,amnion,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2184,TiO2,21.00,-17.60,HFL1,No,34.26,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2185,TiO2,24.00,-17.60,A549,Yes,101.80,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2186,TiO2,24.00,-17.60,A549,Yes,101.80,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2187,TiO2,30.60,-17.60,WISH,Yes,80.00,0.00,L,human,Epithelial,Embryonic,amnion,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2188,TiO2,20.00,-17.60,CHO-K1,No,98.44,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2189,TiO2,20.00,-17.60,CHO-K1,No,89.62,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2190,TiO2,30.60,-17.60,WISH,Yes,90.40,0.00,L,human,Epithelial,Embryonic,amnion,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2191,TiO2,20.00,-17.60,CHO-K1,No,80.45,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2192,TiO2,21.00,-17.60,AGS,Yes,98.46,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2193,TiO2,38.00,-17.60,HAEC,No,103.09,0.00,P,human,Endothelial,Adult,aorta,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2194,TiO2,21.00,-17.60,AGS,Yes,103.69,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2195,TiO2,24.00,-17.60,A549,Yes,104.88,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2196,TiO2,124.90,-17.60,A431,Yes,75.00,0.00,L,human,Epithelial,Adult,skin,48.00,NR,toluylene red,79.87,2.81,Ti,0.85
2197,TiO2,124.90,-17.60,A431,Yes,94.29,0.00,L,human,Epithelial,Adult,skin,24.00,NR,toluylene red,79.87,2.81,Ti,0.85
2198,TiO2,124.90,-17.60,A431,Yes,92.86,0.00,L,human,Epithelial,Adult,skin,48.00,NR,toluylene red,79.87,2.81,Ti,0.85
2199,TiO2,124.90,-17.60,A431,Yes,92.14,0.00,L,human,Epithelial,Adult,skin,6.00,NR,toluylene red,79.87,2.81,Ti,0.85
2200,TiO2,124.90,-17.60,A431,Yes,87.86,0.00,L,human,Epithelial,Adult,skin,24.00,NR,toluylene red,79.87,2.81,Ti,0.85
2201,TiO2,124.90,-17.60,A431,Yes,85.71,0.00,L,human,Epithelial,Adult,skin,48.00,NR,toluylene red,79.87,2.81,Ti,0.85
2202,TiO2,124.90,-17.60,A431,Yes,91.43,0.00,L,human,Epithelial,Adult,skin,6.00,NR,toluylene red,79.87,2.81,Ti,0.85
2203,TiO2,124.90,-17.60,A431,Yes,85.71,0.00,L,human,Epithelial,Adult,skin,24.00,NR,toluylene red,79.87,2.81,Ti,0.85
2204,TiO2,124.90,-17.60,A431,Yes,92.14,0.00,L,human,Epithelial,Adult,skin,6.00,NR,toluylene red,79.87,2.81,Ti,0.85
2205,TiO2,124.90,-17.60,A431,Yes,98.57,0.00,L,human,Epithelial,Adult,skin,6.00,NR,toluylene red,79.87,2.81,Ti,0.85
2206,TiO2,124.90,-17.60,A431,Yes,77.86,0.00,L,human,Epithelial,Adult,skin,24.00,NR,toluylene red,79.87,2.81,Ti,0.85
2207,TiO2,124.90,-17.60,A431,Yes,65.00,0.00,L,human,Epithelial,Adult,skin,48.00,NR,toluylene red,79.87,2.81,Ti,0.85
2208,TiO2,124.90,-17.60,A431,Yes,100.00,0.00,L,human,Epithelial,Adult,skin,6.00,NR,toluylene red,79.87,2.81,Ti,0.85
2209,TiO2,30.60,-17.60,WISH,Yes,75.70,0.00,L,human,Epithelial,Embryonic,amnion,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2210,TiO2,15.00,-17.60,HEK-293,No,32.70,0.00,L,human,Epithelial,Embryonic,kidney,72.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2211,TiO2,15.00,-17.60,HEK-293,No,79.10,0.00,L,human,Epithelial,Embryonic,kidney,72.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2212,TiO2,21.00,-17.60,AGS,Yes,106.15,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2213,TiO2,38.00,-17.60,HAEC,No,97.09,0.00,P,human,Endothelial,Adult,aorta,24.00,CellTiterGlo,luciferase,79.87,2.81,Ti,0.85
2214,TiO2,38.00,-17.60,HAEC,No,91.64,0.00,P,human,Endothelial,Adult,aorta,24.00,CellTiterGlo,luciferase,79.87,2.81,Ti,0.85
2215,TiO2,38.00,-17.60,HAEC,No,87.82,0.00,P,human,Endothelial,Adult,aorta,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2216,TiO2,38.00,-17.60,HAEC,No,81.27,0.00,P,human,Endothelial,Adult,aorta,24.00,CellTiterGlo,luciferase,79.87,2.81,Ti,0.85
2217,TiO2,38.00,-17.60,HAEC,No,80.18,0.00,P,human,Endothelial,Adult,aorta,24.00,CellTiterGlo,luciferase,79.87,2.81,Ti,0.85
2218,TiO2,38.00,-17.60,HUVEC,No,87.82,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2219,TiO2,38.00,-17.60,HUVEC,No,89.45,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2220,TiO2,38.00,-17.60,HUVEC,No,88.91,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2221,TiO2,38.00,-17.60,HUVEC,No,88.91,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2222,TiO2,38.00,-17.60,HUVEC,No,97.09,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2223,TiO2,15.00,-17.60,HEK-293,No,63.30,0.00,L,human,Epithelial,Embryonic,kidney,72.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2224,TiO2,38.00,-17.60,HUVEC,No,88.36,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2225,TiO2,38.00,-17.60,HUVEC,No,98.73,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2226,TiO2,38.00,-17.60,HUVEC,No,95.45,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2227,TiO2,38.00,-17.60,HUVEC,No,91.09,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2228,TiO2,30.60,-17.60,WISH,Yes,93.80,0.00,L,human,Epithelial,Embryonic,amnion,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2229,TiO2,30.60,-17.60,WISH,Yes,75.50,0.00,L,human,Epithelial,Embryonic,amnion,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2230,TiO2,15.00,-17.60,HEK-293,No,85.40,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2231,TiO2,42.30,-17.60,HepG2,Yes,90.79,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2232,TiO2,15.00,-17.60,HEK-293,No,66.40,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2233,TiO2,15.00,-17.60,HEK-293,No,85.20,0.00,L,human,Epithelial,Embryonic,kidney,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2234,TiO2,15.00,-17.60,HEK-293,No,69.10,0.00,L,human,Epithelial,Embryonic,kidney,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2235,TiO2,15.00,-17.60,HEK-293,No,44.80,0.00,L,human,Epithelial,Embryonic,kidney,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2236,TiO2,38.00,-17.60,HUVEC,No,99.82,0.00,P,human,Endothelial,Embryonic,umbilical cord,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2237,TiO2,47.83,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2238,TiO2,47.83,-17.60,IP15,No,99.55,0.00,L,human,Spindle,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2239,TiO2,47.83,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2240,TiO2,150.00,-17.60,Fibroblasts,No,92.86,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2241,TiO2,150.00,-17.60,Fibroblasts,No,92.48,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2242,TiO2,150.00,-17.60,Fibroblasts,No,92.48,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2243,TiO2,150.00,-17.60,Fibroblasts,No,92.73,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2244,TiO2,115.00,-17.60,Caco-2,Yes,100.00,0.00,L,human,Epithelial,Adult,colon,24.00,Live/Dead,sytox red,79.87,2.81,Ti,0.85
2245,TiO2,150.00,-17.60,Fibroblasts,No,91.73,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2246,TiO2,100.00,-17.60,Lymphocyte,No,85.19,0.00,P,human,Lymphoblast,Adult,blood,3.00,Resazurin,AlamarBlue,79.87,2.81,Ti,0.85
2247,TiO2,150.00,-17.60,Fibroblasts,No,88.72,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2248,TiO2,150.00,-17.60,Fibroblasts,No,79.45,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2249,TiO2,150.00,-17.60,Fibroblasts,No,70.68,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2250,TiO2,100.00,-17.60,Lymphocyte,No,100.00,0.00,P,human,Lymphoblast,Adult,blood,3.00,NR,toluylene red,79.87,2.81,Ti,0.85
2251,TiO2,420.70,-9.96,AGS,Yes,97.16,0.00,L,human,Epithelial,Adult,stomach,6.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2252,TiO2,115.00,-17.60,Caco-2,Yes,100.00,0.00,L,human,Epithelial,Adult,colon,24.00,Live/Dead,annexin v,79.87,2.81,Ti,0.85
2253,TiO2,170.00,-17.60,RAW 264.7,Yes,17.44,0.00,L,mouse,Monocyte/Macrophage,Adult,blood,24.00,LDH,ldh activity assay kit,79.87,2.81,Ti,0.85
2254,TiO2,5.00,-17.60,SH-SY5Y,Yes,136.91,0.00,L,human,Epithelial,Adult,bone marrow,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2255,TiO2,11.69,-17.60,LLC-PK1,No,61.43,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2256,TiO2,11.69,-17.60,IP15,No,78.92,0.00,L,human,Spindle,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2257,TiO2,11.69,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2258,TiO2,11.69,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2259,TiO2,11.69,-17.60,LLC-PK1,No,97.31,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2260,TiO2,11.69,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2261,TiO2,11.69,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2262,TiO2,11.69,-17.60,LLC-PK1,No,100.00,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2263,TiO2,100.00,-17.60,Lymphocyte,No,81.48,0.00,P,human,Lymphoblast,Adult,blood,3.00,Resazurin,AlamarBlue,79.87,2.81,Ti,0.85
2264,TiO2,11.69,-17.60,LLC-PK1,No,30.94,0.00,L,pig,Epithelial,Adult,kidney,24.00,WST-1,TetrazoliumSalt,79.87,2.81,Ti,0.85
2265,TiO2,115.00,-17.60,Caco-2,Yes,99.42,0.00,L,human,Epithelial,Adult,colon,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2266,TiO2,25.00,-17.60,A549,Yes,84.34,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2267,TiO2,25.00,-17.60,A549,Yes,97.74,0.00,L,human,Epithelial,Adult,lung,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2268,TiO2,25.00,-17.60,A549,Yes,95.16,0.00,L,human,Epithelial,Adult,lung,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2269,TiO2,25.00,-17.60,A549,Yes,96.94,0.00,L,human,Epithelial,Adult,lung,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2270,TiO2,25.00,-17.60,A549,Yes,95.16,0.00,L,human,Epithelial,Adult,lung,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2271,TiO2,25.00,-17.60,A549,Yes,97.74,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2272,TiO2,25.00,-17.60,A549,Yes,95.65,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2273,TiO2,25.00,-17.60,A549,Yes,92.19,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2274,TiO2,25.00,-17.60,A549,Yes,87.07,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2275,TiO2,25.00,-17.60,A549,Yes,97.74,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2276,TiO2,15.84,-17.60,A549,Yes,14.71,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2277,TiO2,25.00,-17.60,A549,Yes,92.74,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2278,TiO2,25.00,-17.60,A549,Yes,82.34,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2279,TiO2,25.00,-17.60,A549,Yes,78.89,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2280,TiO2,15.84,-17.60,A549,Yes,89.37,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2281,TiO2,15.84,-17.60,A549,Yes,75.09,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2282,TiO2,15.84,-17.60,A549,Yes,64.11,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2283,TiO2,15.84,-17.60,A549,Yes,25.40,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2284,TiO2,50.00,-17.60,A431,Yes,65.31,0.00,L,human,Epithelial,Adult,skin,48.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2285,TiO2,5.00,-17.60,SH-SY5Y,Yes,99.23,0.00,L,human,Epithelial,Adult,bone marrow,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2286,TiO2,5.00,-17.60,SH-SY5Y,Yes,104.44,0.00,L,human,Epithelial,Adult,bone marrow,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2287,TiO2,150.00,-17.60,Fibroblasts,No,95.86,0.00,P,human,Fibroblast,Adult,skin,4.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2288,TiO2,115.00,-17.60,Caco-2,Yes,100.21,0.00,L,human,Epithelial,Adult,colon,24.00,LDH,ldh activity assay kit,79.87,2.81,Ti,0.85
2289,TiO2,25.00,-17.60,A549,Yes,88.72,0.00,L,human,Epithelial,Adult,lung,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2290,TiO2,25.00,-17.60,A549,Yes,100.97,0.00,L,human,Epithelial,Adult,lung,6.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2291,TiO2,170.00,-17.60,RAW 264.7,Yes,17.43,0.00,L,mouse,Monocyte/Macrophage,Adult,blood,24.00,LDH,ldh activity assay kit,79.87,2.81,Ti,0.85
2292,TiO2,150.00,-17.60,Fibroblasts,No,94.49,0.00,P,human,Fibroblast,Adult,skin,24.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2293,TiO2,50.00,-17.60,A431,Yes,74.17,0.00,L,human,Epithelial,Adult,skin,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2294,TiO2,50.00,-17.60,A431,Yes,85.02,0.00,L,human,Epithelial,Adult,skin,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2295,TiO2,50.00,-17.60,A431,Yes,96.39,0.00,L,human,Epithelial,Adult,skin,48.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2296,TiO2,50.00,-17.60,A431,Yes,93.05,0.00,L,human,Epithelial,Adult,skin,48.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2297,TiO2,38.00,-17.60,HAEC,No,88.36,0.00,P,human,Endothelial,Adult,aorta,24.00,ApoTox-Glo™ Tripl,caspase-glo® 3/7 reagen,79.87,2.81,Ti,0.85
2298,TiO2,38.00,-17.60,HAEC,No,98.73,0.00,P,human,Endothelial,Adult,aorta,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2299,TiO2,38.00,-17.60,HAEC,No,97.64,0.00,P,human,Endothelial,Adult,aorta,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2300,TiO2,38.00,-17.60,HAEC,No,96.00,0.00,P,human,Endothelial,Adult,aorta,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2301,TiO2,38.00,-17.60,HAEC,No,91.64,0.00,P,human,Endothelial,Adult,aorta,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2302,TiO2,38.00,-17.60,HAEC,No,100.36,0.00,P,human,Endothelial,Adult,aorta,24.00,CytoTox-One?,ldh activity assay kit,79.87,2.81,Ti,0.85
2303,TiO2,160.50,-27.80,AGS,Yes,101.60,0.00,L,human,Epithelial,Adult,stomach,3.00,MTS,TetrazoliumSalt,79.87,2.81,Ti,0.85
2304,TiO2,5.00,-17.60,SH-SY5Y,Yes,162.02,0.00,L,human,Epithelial,Adult,bone marrow,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2305,TiO2,38.00,-17.60,HAEC,No,103.64,0.00,P,human,Endothelial,Adult,aorta,24.00,CellTiterGlo,luciferase,79.87,2.81,Ti,0.85
2306,TiO2,6.00,-17.60,SIRC,No,94.42,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2307,TiO2,6.00,-17.60,SIRC,No,93.23,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2308,TiO2,6.00,-17.60,SIRC,No,92.05,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2309,TiO2,6.00,-17.60,SIRC,No,89.34,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2310,TiO2,6.00,-17.60,SIRC,No,87.31,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2311,TiO2,50.00,-17.60,A431,Yes,77.51,0.00,L,human,Epithelial,Adult,skin,24.00,NRU,NeutralRed,79.87,2.81,Ti,0.85
2312,TiO2,60.00,-17.60,THP-1,Yes,44.90,0.00,L,human,Monocyte,Adult,blood,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
2313,TiO2,50.00,-17.60,A431,Yes,80.47,0.00,L,human,Epithelial,Adult,skin,24.00,MTT,TetrazoliumSalt,79.87,2.81,Ti,0.85
